id,paper_id,page,text
7_6,7,6,estudos feministas florianopolis     setembro dezembro   la politica de cuidados en uruguay un avance para la igualdad de genero otro la disminucion de la proporcion de personas en condi cion de ejercer esa funcion en su mayoria mujeres que se insertan crecientemente en el mercado de trabajo los analisis socio demograficos muestran que las familias han cambiado se redujo la fecundidad y el numero medio de personas por hogar se diversificaron los arreglos familiares disminuyeron los hogares con amas de casa a tiempo completo aumentaron los hogares monoparentales y las tasas de divorcio y separaciones todo lo cual incide en la posibilidad de que las crecientes demandas de cuidados puedan ser satisfechas en el seno de las familias particularmente el aumento de la proporcion de las personas mayores de  anos en la poblacion total fenomeno mundial resultado de la interaccion del descenso de la natalidad y del aumento de la esperanza de vida plantea importantes dilemas de tipo economico social y politico las consecuencias de estos cambios han sido objeto de preocupacion desde hace anos por el creciente incremento de los gastos sanitarios debido al aumento de la demanda por servicios asistenciales asi como por el avance del desbalance entre activos y pasivos en el sistema de seguridad social mas recientemente emerge una nueva preocupacion en la agenda publica respecto a la atencion de la poblacion mayor se trata de la situacion de las personas que han perdido o carecen de autonomia para desenvolverse en la vida diaria que requieren cuidados cotidianos al mismo tiempo que se debe atender el sobretrabajo de aquellos que les prestan cuidados familiares en su mayoria mujeres preocupa particularmente la situacion de este colectivo de adultos mayores si bien la dependencia puede estar presente en cualquier etapa del ciclo vital y no solo es consecuencia del envejecimiento aunque el riesgo de padecerla se incrementa con la vejez uruguay es un pais que se encuentra en una etapa de transicion demografica avanzada registrando en  un elevado indice de envejecimiento de  adultos mayores de  anos por cada  menores de  anos el mayor de la region solo superado por el de cuba   segun la informacion que proporciona el observatorio demografico del centro latinoamericano y caribeno de demografia  la informacion demografica evidencia que dentro de la poblacion de adultos mayores el grupo que crece a mas velocidad es el de  anos y que son quienes necesitan mas cuidados en la vida cotidiana se ha estimado que en uruguay del total de los adultos mayores la proporcion de quienes se encuentran con alguna situacion de discapacidad y que necesitan atencion para sus actividades cotidianas es de un  para el grupo etario de  a  anos proporcion que alcanza un  para los que tienen  ver para la region latinoame ricana los trabajos de irma arriagada   y para uruguay rosario aguirre  y wanda cabella   senalar la carga de trabajo que implica la atencion de los adultos mayores dependientes no significa que se desconozcan las contribu ciones materiales y relacionales que este grupo de poblacion realiza a las familias y a la sociedad  celade  p  
7_7,7,7, estudos feministas florianopolis     setembro dezembro  rosario aguirre cuns mas de  anos  en esta poblacion de adultos mayores se encuentran los mas vulnerables entre ellos personas de bajos ingresos que viven solas mayoritariamente mujeres esta poblacion cuenta cada vez con mayor numero de poblacion femenina feminizacion del envejecimiento debido a las crecientes diferencias favorables a las mujeres en la esperanza de vida asi por ejemplo el indice de feminidad de la poblacion de  y mas anos en el ano  en los paises del cono sur era de  en argentina  en chile y  en uruguay  estudios recientes muestran que las mujeres adultas mayores son cuidadas por mujeres de la generacion intermedia que a su vez tienen responsabilidades familiares esto ha conducido a llamar la atencion sobre el hecho de que la feminizacion de la vejez se encuentra asociada a la feminizacion del cuidado a la vejez  por otra parte segun los datos proporcionados por cepal  en todos los paises de la region se produjo en las dos ultimas decadas un incremento de  puntos porcen tuales en la tasa de actividad economica de las mujeres entre  y  anos ello se vincula a la necesidad de comple mentar ingresos asi como a los incrementos de los niveles educativos y la creciente aspiracion de autonomia econo mica y posibilidades de desarrollo personal existen fuertes evidencias de que los hijos no son la unica fuente de realiza cion personal para muchas mujeres fundamentalmente en los sectores medios educados aquellas que trabajan para el mercado y se dedican al trabajo en el hogar reclaman tiempo propio por otro lado las madres de sectores medios y altos tienen deberes que responden al mandato cultural respecto a la promocion del desarrollo de los ninos en todas sus facetas que trae consigo nuevas tareas que se convierten en trabajo real de gestion de la formacion de sus hijos  aunque no se disponen de evidencias empiricas para los paises de nuestra region es probable que el costo de tener un hijo para estos sectores sea crecientemente alto  el deficit de cuidado infantil es mas notorio en familias donde las madres trabajadoras casadas o solteras no reciben ayuda suficiente de sus parejas o familiares constituyendo una fuente de importantes tensiones con repercusiones en la desestructuracion familiar al mismo tiempo que las mujeres trabajan mas horas en el mercado laboral siguen dedicando mucho tiempo al trabajo domestico y de cuidados porque persiste la tradicional division sexual del trabajo es asi que a pesar del aumento de la tasa de actividad femenina y de los niveles educativos femeninos el desequilibrio de genero persiste en materia de tiempo de trabajo y realizacion de tareas domesticas y de cuidado las mujeres trabajan menos horas para el mercado que los hombres y permanecen  en relacion al caso espanol ver por ejemplo josune aguinaga   beck ulrich y elizabeth beck gernsheim  p   cepal  p   karina batthyany  p   celade  p   estimaciones realizadas en base a la encuesta nacional de hogares ampliada modulo educacion si tuacion de salud y morbilidad por jorge papadopulos y leonardo falkein  p  
7_8,7,8,estudos feministas florianopolis     setembro dezembro   la politica de cuidados en uruguay un avance para la igualdad de genero siempre como las principales responsables de las tareas del hogar este desequilibrio es el nudo central que deter mina las desigualdades entre hombres y mujeres y fragiliza la ciudadania de las mujeres ya que frena una mayor insercion laboral remunerada la posibilidad de encontrar mejores empleos participar en la vida social y politica y disponer de tiempo propio en el caso de uruguay estudios realizados reciente mente muestran que la respuesta social a las crecientes necesidades de cuidados la ausencia de personas disponi bles para hacerse cargo gratuitamente de ellos y la insufi ciencia de la provision publica ha sido en la ultima deca da el desarrollo de un heterogeneo sector de servicios mer cantiles que ofertan cuidados para ninos pequenos adultos mayores dependientes y enfermos con muy desiguales niveles de calidad  la mercantilizacion del cuidado crea y repro duce desigualdades sociales ya que el acceso a los servicios de relativa mayor calidad depende de la capacidad economica de los hogares por otra parte tampoco resuelve la cuestion del reconocimiento del trabajo de cuidado y de su valorizacion en la medida en que en ese sector se emplean fundamentalmente mujeres las que perciben bajos salarios con escasa cobertura de la seguridad social como el aumento de la tasa de empleo de las mujeres actualmente es deseable debido a la carencia de fuerza de trabajo en algunos sectores de la actividad economica  surge la cuestion de saber quien se ocupara de los miembros dependientes en las familias y quien pagara su atencion la participacion acrecentada de las mujeres en el mercado de trabajo requiere un cambio en la organizacion del tiempo de trabajo y un replanteo de los modelos de provision de los servicios de cuidado este conjunto de fenomenos conduce a colocar el foco en las obligaciones y los derechos al cuidado de los integrantes de las familias y en las responsabilidades sociales y estatales en este campo      los cuidados entran en la agendalos cuidados entran en la agendalos cuidados entran en la agendalos cuidados entran en la agendalos cuidados entran en la agenda publica actores participantes y aportespublica actores participantes y aportespublica actores participantes y aportespublica actores participantes y aportespublica actores participantes y aportes de informacion y conocimientosde informacion y conocimientosde informacion y conocimientosde informacion y conocimientosde informacion y conocimientos la introduccion en la agenda publica de los cuidados como asunto de politica publica fue impulsada por una articulacion virtuosa en la que participaron organizaciones de la sociedad civil la academia y el instituto nacional de estadistica ine los que contaron con el apoyo financiero y tecnico de organismos de naciones unidas especialmente unfpa unifem hoy onu mujeres y cepal   en el dialogo nacional por el em pleo que tuvo lugar en  el trabajo de las mujeres adquirio cen tralidad a fin de hacer frente a la insuficiencia de trabajadores en algunos sectores de actividad y la consiguiente necesidad de incor porar mas trabajadores al mercado de trabajo por lo cual se desarrolla ron argumentaciones tendientes a facilitar la incorporacion de mas mujeres  numerosas resoluciones y reco mendaciones de los organismos especializados de naciones unidos se han ocupado del tema sobre todo en relacion a la preocupacion por dar cuenta del aporte econo mico del trabajo no remunerado de las mujeres uno de los docu mentos recientes mas influyentes ha sido el consenso de brasilia a probado en el marco de la unde cima conferencia regional sobre la mujer por el cual los gobiernos se comprometen a adoptar todas las medidas de politica social y e conomica necesarias para avanzar en la valorizacion social y el recono cimiento economico del trabajo no remunerado prestado por las mujeres en la esfera domestica y del cuidado cepal  punto  a adoptar una mayor autono mia economica e igualdad en la esfera laboral  rosario aguirre  p  y salvador soledad  p  
7_9,7,9, estudos feministas florianopolis     setembro dezembro  rosario aguirre cuns la red de genero y familia organizacion de la sociedad civil que trabaja en la defensa de los derechos de las mujeres y la promocion del reconocimiento de las consecuencias de las transformaciones familiares tuvo un papel central en la articulacion de los diferentes actores y en la incidencia politica sobre los actores politicos desde  esta organizacion ha realizado en todo el pais numerosas acciones de intercambio academico y sensibilizacion publica mesas de dialogo talleres conferencias de expertos as extranjeros as paneles presentacion de publicaciones y material de difusion con el fin de sensibilizar y comprometer a tomadores de decisiones y promover la articulacion de actores de la sociedad civil entre si y con los distintos poderes del estado ello permitio construir la nocion de derecho al cuidado y que este sea reconocido como esfera legitima de intervencion publica a traves de mesas de dialogo se debatieron distintas visiones y perspectivas sobre la necesidad de avanzar hacia la construccion de un sistema de cuidados en ellas se presentaron estudios empiricos realizados en el ambito academico sobre los trabajos no remunerados se analizaron desde el enfoque de genero los principales servicios y prestaciones publicas de cuidados y se hicieron propuestas de criterios para el diseno de un sistema nacional integrado de cuidados se llega a concebir el sistema de cuidados como un componente central del sistema de proteccion social la red genero y familia lo define como el conjunto de acciones publicas y privadas intersec toriales que se desarrollan de forma articulada para actores que participaron en la puesta en la agenda publica de la politica de cuidados fuente elaboracion propia 
7_10,7,10,estudos feministas florianopolis     setembro dezembro   la politica de cuidados en uruguay un avance para la igualdad de genero brindar atencion a las personas y apoyar a los inte grantes de las familias en el cuidado de sus miembros se le concibe como una dimension de la ciudadania social que no debe estar sesgada por el genero la raza la clase social el lugar en el territorio ni la etnia  la reconceptualizacion de la nocion de trabajo para incluir al trabajo no remunerado y la medicion de este trabajo que incluye a los cuidados familiares a traves del tiempo que las personas les destinan han constituido un aporte invalorable para el avance del conocimiento sobre las desigualdades de genero y la division sexual del trabajo los indicadores elaborados a partir de la encuesta de uso del tiempo y trabajo no remunerado realizada en  a nivel nacional por el instituto nacional de estadistica ine se han constituido en una herramienta politica utilizada por organizaciones y redes de mujeres actores politicos y agencias internacionales para presentar fuertes evidencias empiricas sobre las desigualdades sociales y de genero que pueden ser visibilizadas a traves del uso del tiempo en el trabajo que se realiza por fuera del ambito mercantil han sustentado el reconocimiento de la necesidad de elaborar politicas publicas e impulsar cambios en los contratos de genero entre mujeres y varones  la apropiacion de esta informacion por parte de diferentes actores en el caso uruguayo se vio favorecida por un interesante proceso de interaccion de actores en las distintas fases de diseno y ejecucion de esta encuesta en el que participaron investigadores as nacionales y extranjeros productores de informacion usuarios tomadores de decisiones y colaboradores internacionales los indicadores sobre el tiempo dedicado al cuidado de los ninos en particular de los mas pequenos han tenido un fuerte impacto en los debates y han conducido a priorizar este grupo poblacional junto con argumentos derivados de la necesidad de garantizar el desarrollo infantil en edades tempranas las mujeres destinan mas del doble de tiempo semanal que los varones al cuidado de los ninos lo cual se incrementa en los niveles socioeconomicos mas bajos complementariamente la informacion de las encuestas de hogares revela que las tasas de participacion economica de las madres de ninos pequenos son mas altas cuando concurren a servicios de cuidado infantil uruguay presenta dos realidades bien diferenciadas en la cobertura de estos servicios segun se trate de ninos de  a  anos de edad o ninos ubicados entre  y  anos estos ultimos a partir de la reforma educativa de  estan incorporados a la educacion preescolar obligatoria por lo que existen servicios publicos gratuitos para los ninos de  a  anos solo estan disponibles los servicios publicos  red genero y familia  p   en los ultimos diez anos se han realizado en  paises de america latina y el caribe encuestas modu los o preguntas sobre el uso del tiempo con el objetivo de captar el trabajo no remunerado en el ca so de uruguay la primera encuesta de uso del tiempo se realizo a partir de una iniciativa academica del grupo de genero del departamen to de sociologia de la universidad de la republica y conto con el apoyo financiero de la comision de investigacion cientifica de dicha universidad esta encuesta alcanzo a montevideo y area metropolitana constituyendose en antecedente fundamental para el desarrollo metodologico y tecnico del modulo sobre el uso del tiempo y trabajo no remunerado que se adoso a la encuesta continua de hogares de ine  con representacion nacional 
7_11,7,11, estudos feministas florianopolis     setembro dezembro  rosario aguirre cuns destinados a sectores de bajos recursos centros de atencion a la infancia y la familia caif la relativa alta cobertura del  para los ninos menores de  anos se explica por la combinacion de este programa estatal dirigido a los sectores mas pobres y al surgimiento de centros privados dirigidos tanto a la demanda de altos ingresos como a los de medios y bajos para estos ultimos han surgido desde hace varias decadas servicios mayoritariamente informales a cargo de mujeres que cuidan en pequenos locales o en sus domicilios lo que dificulta la obtencion de informacion que permita distinguir el peso relativo de los distintos prestadores por el momento en uruguay como en otros paises de la region las encuestas sobre uso del tiempo en el trabajo no remunerado han proporcionado poca informacion para otorgar visibilidad al cuidado de los mayores dependientes y al tiempo que se les destina como lo muestran varios estudios  el registro de este tipo de cuidados se hace dificil con los instrumentos de relevamiento utilizados por la situacion de acostumbramiento que se produce en los familiares que cuidan ya que no reconocen como cuidados las actividades que realizan en forma cotidiana      el concepto de cuidados en el centroel concepto de cuidados en el centroel concepto de cuidados en el centroel concepto de cuidados en el centroel concepto de cuidados en el centro del debate publico nuevos actores ydel debate publico nuevos actores ydel debate publico nuevos actores ydel debate publico nuevos actores ydel debate publico nuevos actores y diversidad de marcos interpretativosdiversidad de marcos interpretativosdiversidad de marcos interpretativosdiversidad de marcos interpretativosdiversidad de marcos interpretativos el proceso de debate nacional promovido por el grupo de trabajo interinstitucional tuvo lugar en el segundo semestre de  en las distintas instancias se procuro garantizar una amplia participacion de los actores sociales involucrados decisores politicos cargos de gestion equipos de terreno actores politicos centros academicos gobiernos departamentales y municipales los estudios nacionales que fueron presentados y discutidos en las mesas de dialogo incorporaron el concepto de cuidados en consonancia con los que aportan los desarrollos conceptuales recientes impulsados por la corriente feminista en ciencias sociales de los paises anglosajones y espana  se reconoce la creciente expansion de este concepto e inclusion de las necesidades de cuidados en la agenda publica en la region latinoamericana el debate academi co y politico sobre la nocion de cuidado comienza recien con el inicio de este siglo pero se integra a la investigacion y a la agenda politica en muy poco tiempo si bien se encuentran antecedentes teoricos en la literatura sociologica sobre la division del trabajo en el pensamiento feminista sobre el trabajo domestico  entre otros aguirre y karina batthyany  p   especialmente influyentes entre las academicas uruguayas han sido los trabajos de la norteameri cana arlie hochschild russel  de las holandesas trudie knijn y monique kremer  y de la espanola maria angeles duran  
7_12,7,12,estudos feministas florianopolis     setembro dezembro   la politica de cuidados en uruguay un avance para la igualdad de genero y en documentos emanados de organismos internacionales la utilizacion actual de la nocion de cuidado busca establecer un campo especifico de problemas de investigacion y de intervencion social que cuenta con actores instituciones y formas relacionales propias  este concepto ha significado un notable avance como lo destaca la especialista francesa marie therese letablier en tanto elemento de rehabilitacion de la familia como fuente de proteccion social de los individuos al mismo titulo que el estado y el mercado  en la literatura especializada y en los debates politicos actuales refiere al conjunto de actividades y relaciones ya sean remuneradas o no remuneradas destinadas al bienestar fisico y emocional de las personas asi como a los marcos normativos economicos y sociales en los que se definen y se realizan esas actividades y relaciones  es concebido bajo la forma de un apoyo multidimensional material economico moral y emocional a las personas dependientes pero tambien a toda persona en tanto sujeto en situacion de riesgo de perdida de autonomia implica no solo aspectos materiales actividades de produccion de bienes y servicios y el tiempo para realizarlas sino tambien aspectos morales responsabili dad socializacion basada en el lo justo lo adecuado y afectivos la preocupacion por el otro el amor las tensiones los conflictos en los debates se realizan consideraciones acerca del cuidado en tanto concepto globalizante que alude a una necesidad humana ya que todas las personas necesitan cuidados de los otros a lo largo del ciclo vital se reconoce que hay periodos en que estas necesidades son mas impres cindibles para la sobrevivencia sobre todo al comienzo y al final de la vida aunque a lo largo de toda la vida se necesita de cuidados cotidianos frente a una cantidad de eventos que pueden producir limitaciones a la autonomia tambien se observa que si bien las personas adultas jovenes pueden no necesitar el cuidado necesario de otra persona familiar o cuidadora profesional sin embargo utilizan servicios de cuidado de otras personas para poder desarrollar sus actividades diarias servicios cuyos trabajadores son los peor pagos y menos organizados de la sociedad este concepto amplio de cuidado se acota y se traduce en propuestas de politicas para atender el trabajo cotidiano de cuidado de las personas dependientes ninos personas con alguna discapacidad ancianos y enfermos las distintas dimensiones del cuidado material cognitiva relacional y emocional son jerarquizadas de diferente manera por los distintos actores de acuerdo a su ubicacion respecto a las distintas modalidades de cuidados  aguirre   marie therese letablier  p   ver mary daly y jane lewis  p  
7_13,7,13, estudos feministas florianopolis     setembro dezembro  rosario aguirre cuns en las diferentes etapas del ciclo vital la dimension material implica considerar la realizacion de tareas el tiempo que insumen y el costo economico que conllevan la dimension cognitiva refiere a los conocimientos y las destrezas necesarias en aspectos psicosociales socioeducativos y sociosanitarios la dimension relacional alude al reconocimiento de relaciones asimetricas entre la persona que cuida y la que es cuidada y su entorno relaciones atravesadas por distintas desigualdades genero raza etnia clase social la dimension emocional pone en evidencia el control emocional de las propias emociones que requiere este trabajo se le vincula al estres ocupacional y a situaciones de maltrato y violencia  en sintesis el cuidado como problema publico esta en construccion y es tematizado e interpretado en el contexto de interacciones e interlocuciones se producen relatos descriptivos e interpretativos asi como propuestas de solucion se presenta una diversidad de versiones del cuidado que se corresponden a la diversidad de ubicacion de los actores se reconoce que el trabajo de cuidado que se realiza en los hogares tanto si es realizado de forma remunerada como no remunerada se encuentra en una zona imprecisa en la que se mezclan actividades materiales propias del trabajo domestico con aquellas especificas del cuidado cuando lo realizan las empleadas domesticas en casas particulares las tareas de cuidado quedan subsumidas en tareas genericamente denominadas domesticas las que no son valoradas de forma diferencial es asi que cuando se determinan los salarios de las trabajadoras de los servicios domesticos incluso en la negociacion de los consejos de salarios no se tiene en cuenta el valor diferencial y agregado de las tareas que comprende el trabajo de cuidado  existe otra zona de indefinicion y es la relacion entre cuidado infantil y educacion inicial la nocion de cuidado es cuestionada por las y los educadores quienes no se reconocen como personas que cuidan e identifican el cuidado con una actividad no profesional de caracter material cuando se trata del cuidado de los ninos mas pequenos se ponen de manifiesto en el debate nacional los diferentes significados que se le atribuye por parte de los actores involucrados trabajadoras de los servicios educativos gestores de los servicios educativos expertos del campo de la salud en cuidado infantil y sindicalistas entran en el debate otros marcos interpretativos que centran sus argumentaciones en los derechos de los ninos vinculados a la infantilizacion de la pobreza y al desarrollo infantil sin considerar la relacion social de cuidado y el caracter de trabajo del cuidado lo cual tiene consecuencias para el  ver la interesante propuesta de angelo soares  p   para la distincion analitica de distintas dimensiones del trabajo en los servicios y especificamente en el cuidado  en el ano  las trabajadoras domesticas se incorporaron al sis tema de fijacion de salarios y cate gorias a traves de los consejos de salarios instancias tripartitas de negociacion en la que participan representantes de los trabajado res de los empleadores y del esta do este sector no ha logrado que se reconozcan categorias que contemplen ademas de las tareas propias del trabajo domestico el trabajo de cuidados que general mente tambien realizan cuando en el hogar hay personas depen dientes 
7_14,7,14,estudos feministas florianopolis     setembro dezembro   la politica de cuidados en uruguay un avance para la igualdad de genero diseno institucional de la prestacion de cuidados para los mas pequenos  de modo que durante el proceso de debate nacional sobre la politica de cuidados surgieron distintos marcos interpretativos sobre el significado y alcance de la nocion de cuidado y se cruzaron varias cuestiones tales como la idea del cuidado como sistema la complementariedad publico privada el peso relativo de las transferencias y los servicios el tiempo para cuidar y el cuidado como nuevo derecho de ciudadania la responsabilidad por el cuidado circulo en los debates para aludir a la corresponsabilidad a nivel macrosocial y tambien en referencia a la corresponsabilidad de los miembros de las familias particularmente de los integrantes de la pareja la responsabilidad estatal y la universalidad propuesta inicialmente estuvieron en tension con la gradualidad en la aplicacion del sistema propugnada por los decisores politicos argumentando la necesaria consonancia con los parametros macroeconomicos y la responsabilidad fiscal si bien estuvo presente la preocupacion por la calidad del empleo de los servicios de cuidado menos enfasis se puso en la necesaria profesionalizacion y valorizacion de estas ocupaciones altamente feminizadas en esta instancia algunas voces que seran clave en la etapa de implementacion del sistema no participaron de los debates como los empresarios y los representantes de los trabajadores de los servicios de cuidado existentes la conformacion de un sector ocupacional de trabajadores remunerados de cuidados presenta dificultades por su heterogeneidad feminizacion e informalidad ello contribuyo a que quedara borrosa la nocion del cuidado como trabajo y que se opacara la existencia de una relacion laboral con multiples dimensiones el debate nacional promovido desde el estado se diferencia de la primera fase de puesta en la agenda publica del tema por parte de la agencia feminista en esta fase se expresa una pluralidad de voces con un protagonismo cre ciente de las organizaciones que representan a personas dependientes adultos mayores discapacitados dependien tes enfermos y a sus familiares asi como de expertos as que trabajan con estos colectivos de modo que en los debates organizados en torno a estos grupos de poblacion el acento estuvo puesto en los colectivos receptores de cuidado dejan do en segundo plano a las personas que prestan cuidados en forma no paga en las familias y a las trabajadoras remuneradas de los servicios ubicadas generalmente en empleos de baja calidad y con escasa visibilidad en esta fase se observa la dificultad del instituto de las mujeres por su ubicacion subalterna dentro del ministerio de desarrollo  en el marco de una investigacion cualitativa acerca del discurso ex perto sobre el buen cuidado infantil se encuentran evidencias de la coexistencia de distintas interpreta ciones desde posturas centradas en la insustituibilidad del cuidado materno a tiempo completo has ta otras que valoran positivamente la desfamiliarizacion parcial del cuidado infantil de los mas peque nos hacia centros de calidad sobre todo en contextos de pobre za hacia un sistema nacional de cuidados universidad de la repu blica facultad de ciencias socia les departamento de sociologia   apoyado por la agen cia nacional de investigacion e innovacion anii ministerio de desarrollo social mides y fondo de poblacion de naciones unidad unfpa investigacion en curso 
7_15,7,15, estudos feministas florianopolis     setembro dezembro  rosario aguirre cuns social para colocar argumentos a fin de mantener la centralidad del trabajo de cuidados y los derechos de las personas que cuidan e impedir que se desdibuje la perspec tiva de genero en el diseno de los servicios y prestaciones en una fase en que como se ha visto pasaron a tener un papel central los especialistas y los operadores politicos sin perjuicio de esta situacion la agencia feminista desde la sociedad civil y desde la academia logra colocar argumentos acerca de la necesidad de atender los derechos de las personas que cuidan tanto familiares como trabajadoras remuneradas      la respuesta estatal el diseno della respuesta estatal el diseno della respuesta estatal el diseno della respuesta estatal el diseno della respuesta estatal el diseno del sistema nacional de cuidadossistema nacional de cuidadossistema nacional de cuidadossistema nacional de cuidadossistema nacional de cuidados el diseno del snc constituye la respuesta estatal a las demandas y necesidades planteadas por los multiples actores que participaron en el debate nacional se establecen servicios y prestaciones ajustadas a las necesidades de las distintas situaciones de dependencia se contempla el au mento de cobertura y la universalizacion de la oferta existente particularmente de los servicios destinados a la primera infan cia se contemplan servicios para dentro y fuera del hogar con criterios de focalizacion para sectores en situacion de vulnerabilidad social y otros sectores de poblacion las acciones tambien combinan tiempos de cuidados diversos parciales diurnos nocturnos de internacion y otros se propone asimismo la creacion de instrumentos normativos y de regulacion asi como subsidios especificos para las fami lias y personas dependientes se enfatiza la cuestion relativa a la calidad de los servicios la valorizacion y la profesionaliza cion del trabajo de cuidados la conformacion de un sistema nacional de formacion en cuidados aparece como uno de los ejes centrales de la propuesta gubernamental  al ano siguiente en  a instancias de la red genero y familia el grupo de trabajo interinstitucional organizo una presentacion llamada rendicion social de cuentas hacia un modelo solidario de cuidados alli las autoridades plantearon que por motivos presupuestarios el snc no se implementaria tal como habia sido disenado debido a que el gobierno no lo tuvo entre sus prioridades en las dos ultimas rendiciones anuales de cuentas se reconoce por parte del gobierno que en su lugar se estan realizando acciones y programas con el objetivo de dar continuidad a ciertas lineas de accion viables de ejecutarse hasta el ano  cuando asuma el nuevo gobierno y el snc cuente con un presupuesto propio de este modo se produce un desaceleramiento en el avance del sistema aunque se fortalecen las acciones de la sociedad civil que se organiza en torno a una red social mas amplia  grupo de trabajo interinstitu cional cnps  
7_16,7,16,estudos feministas florianopolis     setembro dezembro   la politica de cuidados en uruguay un avance para la igualdad de genero por otra parte la incidencia politica que realizan las organizaciones de la sociedad civil en el presente periodo preelectoral conduce a la incorporacion del tema en el discurso y plataforma de los partidos politicos      hacia a donde va la politica de hacia a donde va la politica de hacia a donde va la politica de hacia a donde va la politica de hacia a donde va la politica de cuidados cuidados cuidados cuidados cuidados la complejidad que supone el desarrollo de un sistema innovador requiere la creacion de un espacio politico en que confluyan la logica tecnica administrativa del estado la racionalidad de los profesionales especialistas y formuladores de politicas con la discursividad de la sociedad civil en sus multiples vertientes la institucionalizacion los debates legislativos relativos a recursos y normativas especificas asi como la implementacion de los servicios daran lugar a una nueva fase en la que participaran preferentemente actores institucionales transformandose las relaciones con los otros actores la elaboracion debate y promulgacion de leyes para conformar el sistema supondra una nueva agenda y un nuevo espacio institucional el legislativo seguramente la incorporacion del tema a la agenda legislativa obligara a redefinir el problema ya que se ampliaran los actores y posiciones en terminos discursivos en el ambito legislativo predomina un discurso argumentativo donde apareceran principios valoricos acerca del rol del estado el mercado las familias los derechos humanos los mayores desafios para el futuro se encuentran en la necesidad de ampliar el acceso para cumplir con la promesa de universalidad y por otra parte ofrecer servicios de calidad con empleos de calidad los avances en la institucionalizacion del sistema de cuidados deberan contemplar la inclusion de actores publicos y privados probablemente sera dificil mantener el discurso de la universalidad quiza se logre legitimidad y recursos para las medidas que tienen que ver con el cuidado infantil a traves de la extension del tiempo de las licencias maternales y paternales la ampliacion de la cobertura de los centros para ninos de hogares en situacion de vulnerabilidad social y economica asi como la creacion de centros diurnos y la regulacion de residencias y hogares para la poblacion mayor y discapacitada dependientes ademas de consideraciones acerca de la organizacion institucional de la provision de cuidados que presenta dificultades para la articulacion de distintos sectores de actividad que actuan de manera inercial y separada infancia seguridad social salud educacion otras dimensiones deberan ser abordadas en el futuro de modo de asegurar la equidad de genero fundamentalmente tener 
7_17,7,17, estudos feministas florianopolis     setembro dezembro  rosario aguirre cuns en cuenta diferentes configuraciones en la oferta de servicios y prestaciones de acuerdo a las necesidades y a la cultura del cuidado de la poblacion promoviendo una justa division del trabajo y uso del tiempo simultaneamente atender a la calidad de los servicios y del trabajo remunerado asegurar los derechos laborales de los las trabajadores as valorar su trabajo incentivar su capacitacion y remunerarlos adecuadamente el caracter complejo de este proceso que recien se inicia la incorporacion de nuevos actores y la exclusion de otros pueden producir cambios en los marcos interpretativos contenidos en el documento fundacional y en las propuestas arriesgando su permanencia dentro de la corriente principal de las politicas sociales y con riesgos en cuanto al mantenimiento de su enfoque basado en la igualdad de genero y el reconocimiento de un nuevo derecho social ello es consistente con lo que ensena la literatura sobre la construccion de los problemas publicos en cuanto a que ellos son construidos por actores que actuan en diferentes escenarios en que se confrontan discursos que corresponden a marcos interpretativos variados hacia el futuro se debera ampliar el campo de observacion con la presencia de otras logicas y espacios otras categorias de actores que pesaran en el funcionamiento del sistema se juega el grado de prioridad que se le dara al problema y el grado de urgencia con que sera tratado referenciasreferenciasreferenciasreferenciasreferencias aguinaga josune el precio de un hijo los dilemas de la maternidad en una sociedad desigual madrid debate  aguirre rosario batthyany karina uso del tiempo y trabajo no remunerado encuesta montevideo y area metropolitana  montevideo universidad de la republica unifem doble clic  aguirre rosario el futuro del cuidado in arriagada irma org futuro de las familias y desafios para las politicas serie seminarios y conferencias n  santiago de chile cepal  p   ______ uso del tiempo y desigualdades de genero en el trabajo no remunerado in aguirre rosario org las bases invisibles del bienestar social montevideo instituto nacional de estadisticas instituto nacional de las mujeres universidad de la republica y fondo de desarrollo de las naciones unidas para la mujer  p   ______ familias como proveedoras de servicios de cuidados universidad autonoma de barcelona aecid  disponible en www e cofi net acceso en  mar  
